codiceVia;nomeVia;isSensoUnico;nome_strada
3850;STRADA DELL'INTERPORTO;1;
5460;VIA INNSBRUCK;0;
50;PIAZZA ADAMO D'AROGNO;0;
3901;VIA G. MATTEOTTI;0;
8476;VIA DEI PALUSTEI;0;
8615;VIA AI DINERI;0;
7460;VIA DON TOMMASO DALLAFIOR;0;
7430;VIA VILLA MARIA;0;
1150;VIA FIUME;0;
7350;VIA SALE';0;
6453;VIA DI PRAMORGHEN;0;
3811;TANGENZIALE SUD;1;SS 12 svincoli
3370;VIA C. VANNETTI;0;
1760;VIA A. MARIGHETTO;0;
3410;VIA VENEZIA;0;
7545;VIA DEL SENTER;0;
6480;VIA DI NICODEMO;0;
7271;GIARDINO VILLA DE MERSI;0;
8648;GIARDINO SUORE MARIA BAM.;0;
8471;VIA VECCHIE PONTARE;0;
0;;1;
6407;VIA AL PEZ;0;
7740;VIA DON DARIO TRENTINI;0;
7010;VIA ASIAGO;0;
1690;SALITA F. MANCI;0;
8750;VIA DELLA CROCE;0;
8529;PIAZZA T. SONTACCHI;0;
1870;VIA C. MENGUZZATO;0;
0;;1;
900;VIA A. DEGASPERI;0;
7700;PIAZZALE ERGOLDING;0;
6005;PIAZZA DELL'ARGENTARIO;0;
8810;VIA PRIMO MAGGIO;0;
8600;VIA ALTO SASSO;0;SP 85 del Monte Bondone
7750;VIA DELLA TORRE FRANCA;0;
3825;VIA A. GORFER;0;
0;;1;
8119;VIA DEL CAPITELLO;0;
7340;LOCALITA' PASSO CIMIRLO;0;
8069;STRADA DI VIGOLO BASELGA;0;SS 45 bis Gardesana Occ
8323;VIA DEI CASAI;0;
6300;VIA ALLA PELEGRINA;0;
6300;VIA ALLA PELEGRINA;0;
3811;TANGENZIALE SUD;1;SS 12 svincoli
900;VIA A. DEGASPERI;0;
1050;VIA L. EINAUDI;0;
7815;VIA NAZIONALE;0;
5290;VIA 4 NOVEMBRE;0;
8000;VIA DELLE ARE;0;
2950;VIA SANTA CROCE;1;
1860;VIA GEN. GIACOMO MEDICI;0;
1870;VIA C. MENGUZZATO;0;
1800;VIA MARSALA;0;
1870;VIA C. MENGUZZATO;0;
1050;VIA L. EINAUDI;0;
8650;STRADA DI CANDRIAI;0;SP 85 del Monte Bondone
8955;VIA DELLE PIAZZOLE;0;
6450;STRADA DI MONTEVACCINO;0;SP 131 del Vino 2 tronco
6310;VIA PONTE ALTO;0;
3450;VIALE VERONA;0;
8486;VIA DEI FRAGARI;0;
2020;VIA DEI MUREDEI;0;
5210;VIA F. MATTEDI;0;
8476;VIA DEI PALUSTEI;0;
2020;VIA DEI MUREDEI;0;
2880;VIA SAN PIO X;0;
6495;VIA DI ZELL;0;
6495;VIA DI ZELL;0;
1020;VIA DOSSO DOSSI;1;
7435;VIA ALLA CROS;0;
7435;VIA ALLA CROS;0;
7090;VIA U. GIORDANO;0;
6495;VIA DI ZELL;0;
2700;VIA SAN BARTOLAMEO;0;
2880;VIA SAN PIO X;0;
8313;VIA DEL CESURON;0;
20;VIA A. ABONDI;1;
8127;STRADA AL LAGO;0;
8116;STRADA DI CADINE;1;SS 45 bis Gardesana Occ
6300;VIA ALLA PELEGRINA;0;
3505;VIA DELLA SPALLIERA;0;
7345;VIA SABBIONI;0;
8119;VIA DEL CAPITELLO;0;
3824;VIA DI SAN VINCENZO;0;
3530;VIA R. ZANDONAI;1;
2880;VIA SAN PIO X;0;
8608;VIA ALLA CESA VECIA;0;
7750;VIA DELLA TORRE FRANCA;0;
2050;VIA A. NICOLODI;0;
7080;VIA GALASSA;0;
3831;VIA G. FERRANDI;0;
2700;VIA SAN BARTOLAMEO;0;
8607;VIA AL CASTAGNETO;0;
7795;VIA G. CATONI;0;
7820;VIA DELLA ROZOLA;0;
7795;VIA G. CATONI;1;
8136;STRADA PER TEZ;0;
7815;VIA NAZIONALE;0;
8132;PIAZZA DELLA REGOLA;0;
6453;VIA DI PRAMORGHEN;0;
8135;STRADA DI STAPIANA;0;
8113;VIA AL BRAIDON;0;
3535;VIA V. ZAMBRA;1;
8113;VIA AL BRAIDON;0;
6459;STRADA DI VAL CALDA;0;
3070;VIA SCHIVABRIGA;0;
5070;VIA BOLZANO;0;
1520;LUNGADIGE G. LEOPARDI;1;
1220;VIA T. GAR;0;
3833;VIA AL BOSCO DELLA CITTA';0;
7010;VIA ASIAGO;0;
3829;VIA TULLIO ODORIZZI;0;
8123;VIA DEL DOS DI SANT'ELENA;0;
8547;VIA DEI TRE COLLI;0;
8037;VIA DEL PRAOL;0;
2080;VIALE DEGLI OLMI;0;
900;VIA A. DEGASPERI;0;
900;VIA A. DEGASPERI;0;
3807;TANGENZIALE OVEST;1;SS 12 svincoli
2600;VIALE DELLE ROBINIE;0;
8547;VIA DEI TRE COLLI;0;
7230;VIA VALNIGRA;0;
3504;VIA MURALTA;0;
950;VIA DIETRO LE MURA B;1;
1120;VIA FERSINA;0;
6487;VIA DEI CAMERLI;0;
3811;TANGENZIALE SUD;1;SS 12 svincoli
2800;VIA SAN MARCO;1;
810;VIA COL DI LANA;1;
100;CORSO DEGLI ALPINI;0;
3450;VIALE VERONA;0;
7805;VIA DELLA CERIOLA;0;
8920;VIA AI CASTAGNARI;0;
8955;VIA DELLE PIAZZOLE;0;
620;VIA CARE' ALTO;0;
6160;VIA ALLA FORMIGHETA;0;
8534;VIA DELLE SUGARINE;0;
3310;VIA TORRE VERDE;1;
7230;VIA VALNIGRA;0;
900;VIA A. DEGASPERI;0;
480;CORSO M. BUONARROTI;0;
350;VIA B. BOMPORTO;0;
1570;VIA E. MACCANI;0;
281;VIA BERLINO;0;
3150;VIA DEI SOLTERI;0;
5700;VIA BUDAPEST;0;
2600;VIALE DELLE ROBINIE;0;
6415;VIA DEI CARLI;0;
8546;PIAZZA A. STAINER;0;
8911;VIA DEI POMARI;0;SP 90 Destra Adige
5795;VIA TALVERA;0;
3150;VIA DEI SOLTERI;0;
7240;VIA DELLA VILLA;0;
3440;VIA G. VERDI;0;
2280;VIA PASUBIO;1;
8760;VIA FILARI LONGHI;0;
8215;VIA DEL NARONCH;0;
2190;VIA PADOVA;1;
5102;VIA ALTO ADIGE;0;
0;;1;
8114;STRADA DEL BUS DE VELA;1;SS 45 bis Gardesana Occ
3508;VIA A. GOIO;0;
8538;VIC. DELLA POSTA VECCHIA;0;
7440;VIA REDONDOLO;0;
8118;VIA DI CAMAN;0;
8131;VIA DELLA POSTA;0;
6485;VIA DI MADERNO;0;
2900;VIA R. DA SANSEVERINO;1;
1190;VICOLO GALASSO;0;
810;VIA COL DI LANA;1;
3824;VIA DI SAN VINCENZO;0;
6421;STRADA DELLE POZZE;0;
4070;GIARDINO ALEXANDER LANGER;0;
5101;VIA SANT'ANNA;0;
7865;STRADA DELLE NOVALINE;0;
7305;VIA ALLA CASCATA;0;
3823;VIA DI COSTA SAN NICOLO';0;
6468;VIA PER COGNOLA;0;
1800;VIA MARSALA;0;
876;VICOLO DEI DALL'ARMI;0;
2310;VIA G. PEDROTTI;0;
5010;VIA AEROPORTO;0;
840;VIA DEL COMMERCIO;0;
8540;VIA DEL RIO PAPA;0;
3807;TANGENZIALE OVEST;1;SS 12 svincoli
7815;VIA NAZIONALE;0;
3825;VIA A. GORFER;0;
7267;VIA DELLE NODE;0;
3807;TANGENZIALE OVEST;1;SS 12 svincoli
3823;VIA DI COSTA SAN NICOLO';0;
7810;LOCALITA' MASET;0;
5730;VIA MARTINO AICHNER;0;
610;LARGO G. CARDUCCI;1;
7190;VIA A. TAMBOSI;0;SP 204 Villazzano-Ponte Ludovico
7740;VIA DON DARIO TRENTINI;0;
7740;VIA DON DARIO TRENTINI;0;
8514;VIA DELLE CANOPE;0;
6450;STRADA DI MONTEVACCINO;0;SP 131 del Vino 2 tronco
1180;VIA A. FRANK;0;
8011;VIA DEL DOS CALT;0;
8013;VIA DEL DOSSOL;0;
3250;VIALE DEI TIGLI;0;
3250;VIALE DEI TIGLI;0;
8912;VIA DELLE ISCHIE;0;SP 131 Strada del Vino
7990;VIA POMERANOS;0;
7345;VIA SABBIONI;0;
6001;VIA DON ALFONSO ANSELMI;0;
8474;VICOLO G. DE CARLI;0;
7785;VIA DEL RIO STOLZANO;0;
1600;VIA CARD. C. MADRUZZO;1;
3535;VIA V. ZAMBRA;0;
1130;PIAZZA DI FIERA;0;
3834;VIA PIA ZAMBOTTI;0;
8521;SALITA AI SPIAZZI;0;
845;VIA E. CONCI;0;
8001;VIA DELLA BELINA;0;
8750;VIA DELLA CROCE;0;
8541;VIA CONIUGI ROSETTI;0;
190;VIA ASILO PEDROTTI;0;
6407;VIA AL PEZ;0;
7110;VIA MARZOLA;0;
7230;VIA VALNIGRA;0;SP 204 Villazzano-Ponte Ludovico
7262;VIA DEL BOMPORT;0;
6460;VIA DEL MONT DE SORA;0;
20;VIA A. ABONDI;0;
8482;VIA DELLA FORNACE;0;
3340;VIA DEL TRAVAI;0;
590;PIAZZA DEI CAPPUCCINI;0;
8495;VIA DEI CAMPI;0;
8494;VIA DELLA DOSSERA;0;
5500;PIAZZA DELLA LIBERTA';0;
7510;VIA DEI VALONI;0;
3450;VIALE VERONA;0;
8750;VIA DELLA CROCE;0;
2080;VIALE DEGLI OLMI;0;
7260;SALITA DEI MOLINI;0;
8770;VIA MARGONE;0;
7260;SALITA DEI MOLINI;0;
7070;VIA N. FALZOLGHER;0;
7090;VIA U. GIORDANO;0;
6470;VIA PER L'OSSERVATORIO;0;
6170;VIA DEL FORTE;0;
1720;VIA DELLA MANTOVANA;0;
4025;BOLGHERA;0;
5610;VIA DON LORENZO MILANI;0;
5776;VIA CESARE BECCARIA;0;
740;VIA DELLA CERVARA;0;
3100;VIA G. SEGANTINI;1;
7460;VIA DON TOMMASO DALLAFIOR;0;
5770;VIA DRAVA;0;
3590;VIA DI CAMPOTRENTINO;0;
3290;VIA TORRE D'AUGUSTO;0;
3150;VIA DEI SOLTERI;0;
3290;VIA TORRE D'AUGUSTO;0;
5615;VIA 25 APRILE;0;
3150;VIA DEI SOLTERI;0;
7110;VIA MARZOLA;0;
3817;VIA DI MADONNA BIANCA;0;
2390;PIAZZA DI PIEDICASTELLO;0;
7730;VIA G. POLI;0;
8472;PIAZZA DELL'ASSUNTA;0;
8471;VIA VECCHIE PONTARE;0;
8960;VIA ALLE SETTE FONTANE;0;
7130;LOCALITA' NEGRANO;0;
7070;VIA N. FALZOLGHER;0;
7050;LOCALITA' CERNIDOR;0;
8119;VIA DEL CAPITELLO;0;
8119;VIA DEL CAPITELLO;0;
8112;STRADA PER I BACANDI;0;
6485;VIA DI MADERNO;0;
30;VIA J. ACONCIO;0;
8507;SALITA AI CANTONI;0;
1200;VIA G. GALILEI;1;
8496;PZ. MADONNA DI CARAVAGGIO;0;
1380;VIA GORIZIA;1;
8502;STRADA DEI MAGNOI;0;
8411;VIA DI CAMPARTA MEDIA;0;
5710;VIA BRATISLAVA;0;
8657;STRADA DEL PRA DEL BOTER;0;SP 85 dir Sopramonte
8049;STRADA PER LE TRE CIME;0;SP 85 dir Sopramonte
2800;VIA SAN MARCO;1;
2050;VIA A. NICOLODI;1;
2570;VIA REGINA PACIS;1;
340;VIALE N. BOLOGNINI;1;
1380;VIA GORIZIA;1;
330;VIA BOLGHERA;1;
5670;VIA MONACO;0;
3832;VIA V. DE RICCABONA;1;
5560;VIA DEL PIOPPETO;0;
0;;1;
6290;VIA DEGLI OLIVI;0;
7390;VIA PANTE';1;
1100;VIA DEI FERROVIERI;0;
7440;VIA REDONDOLO;0;
6400;VIA ALLA VEDUTA;0;
3811;TANGENZIALE SUD;1;SS 12 svincoli
240;VIA R. BELENZANI;1;
8519;VIA DI PRALUNGO;0;
6490;VIA DEGLI ALTENBURGER;0;
1650;VIA MALTA;1;
80;P.TTA DEGLI AGOSTINIANI;1;
1480;VIA LAVISOTTO;1;
1200;VIA G. GALILEI;0;
5080;VIA L. CANEPPELE;0;
7420;VIA GRAFFIANO;0;
7465;VIA V. MARCHESONI;0;
7272;GIARDINO DI SAN ROCCO;0;
8067;VIA DEL PRA DE LA FAVA;0;
8048;STRADA DI SPINEDA;0;SP 85 dir Sopramonte
460;VIA F.LLI BRONZETTI;1;
7795;VIA G. CATONI;0;
8750;VIA DELLA CROCE;0;
8750;VIA DELLA CROCE;0;
8925;VIA AI CALMI;0;
8465;PASSEGGIATA F. PERGHEM;0;
3450;VIALE VERONA;0;
3507;VIA G. UNTERVEGER;0;
5645;VIA LAURENCE FEININGER;0;
2330;VIA F.LLI PERINI;1;
5740;VIA L. BONAZZA;0;
8415;VIA CASTEL DI CORTESANO;0;
7010;VIA ASIAGO;0;
7845;LOCALITA LASTE MATTARELLO;0;
7305;VIA ALLA CASCATA;0;
1420;VIA V. INAMA;0;
7010;VIA ASIAGO;0;
6483;VIA DEI BERGAMINI;0;
5675;VIA BREGENZ;0;
7045;VIA AL CASTEL DI S. ROCCO;0;
2600;VIALE DELLE ROBINIE;0;
3503;VIA MESIANO;0;
7010;VIA ASIAGO;0;
5735;VIA C. BENEDETTI;0;
430;VIA BRESCIA;0;
600;VIA DEI CAPPUCCINI;0;
1540;VIA DRUSO;0;
7340;LOCALITA' PASSO CIMIRLO;0;
7501;STRADA PER MARANZA;0;
2860;VIA SAN PIETRO;0;
2770;VIA SAN GIOVANNI;1;
3502;VIA DEI GIARDINI;0;
8487;STRADA FONDA;0;
3450;VIALE VERONA;0;
7815;VIA NAZIONALE;0;
1010;VIA DOS TRENTO;0;
8520;VICOLO DEL RIO;0;
8524;VIA DEL DOS DE LA LUNA;0;
8486;VIA DEI FRAGARI;0;
830;VIA DELLA COLLINA;0;
8780;VIA DELLE MASERE;0;
2900;VIA R. DA SANSEVERINO;1;
8413;VIA PER CORTESANO;0;
8413;VIA PER CORTESANO;0;
6150;VIA DOS CASTION;0;
1010;VIA DOS TRENTO;0;
2020;VIA DEI MUREDEI;0;
8955;VIA DELLE PIAZZOLE;0;
7045;VIA AL CASTEL DI S. ROCCO;0;
8750;VIA DELLA CROCE;0;
8730;VIA BERLINA;0;
3340;VIA DEL TRAVAI;1;
1010;VIA DOS TRENTO;0;
1890;VIA MILANO;1;
5090;VIA DELLA CANOVA;0;
8650;STRADA DI CANDRIAI;0;SP 85 del Monte Bondone
3510;VIA VITTORIO VENETO;0;
460;VIA F.LLI BRONZETTI;0;
20;VIA A. ABONDI;0;
50;PIAZZA ADAMO D'AROGNO;0;
7155;VIA PIANIZZA;0;
1380;VIA GORIZIA;1;
7415;VIA ALLA VAL;0;
3440;VIA G. VERDI;0;
1130;PIAZZA DI FIERA;1;
7200;VIA DEI TESSADRI;0;
4047;PONTE DEI MILLE;0;
3150;VIA DEI SOLTERI;0;
6452;VIA AL MASO LIBRAR;0;
1490;GALL. LEGIONARI TRENTINI;0;
3832;VIA V. DE RICCABONA;1;
3760;VIA PADRE EUSEBIO IORI;0;
7280;VILLAZZANO;0;
260;VIC. BEATO STEF.BELLESINI;0;
7190;VIA A. TAMBOSI;0;SP 204 Villazzano-Ponte Ludovico
4040;ZONA COMM.LE VIA MACCANI;0;
8032;VIA DELLE PIAZZE;0;
6110;VIA CESARINI;0;
5730;VIA MARTINO AICHNER;0;
8870;VIA VAL GOLA;0;
8960;VIA ALLE SETTE FONTANE;0;
7750;VIA DELLA TORRE FRANCA;0;
1860;VIA GEN. GIACOMO MEDICI;0;
3507;VIA G. UNTERVEGER;0;
6003;VIA BASSANO;0;SS 47 della Valsugana
7865;STRADA DELLE NOVALINE;0;
8517;VIA DEI GUARINONI;0;
7990;VIA POMERANOS;0;
8514;VIA DELLE CANOPE;0;
3050;LARGO N. SAURO;1;
5550;VIA AL PONT DEI VODI;0;
5530;VIA DEL LOGHET;0;
6150;VIA DOS CASTION;0;
6414;VIA PER CAMPEL;0;
6414;VIA PER CAMPEL;0;
8038;VIA DEL REGOLIN;0;
8553;GIARDINO DELLA MADONNINA;0;
3834;VIA PIA ZAMBOTTI;0;
5670;VIA MONACO;0;
2860;VIA SAN PIETRO;1;
7060;VIA DEI COLLI;0;
8480;VIA AL CANON;0;
460;VIA F.LLI BRONZETTI;0;
600;VIA DEI CAPPUCCINI;0;
2750;VIA S. FRANCESCO D'ASSISI;0;
530;VIA CALEPINA;1;
900;VIA A. DEGASPERI;1;
3505;VIA DELLA SPALLIERA;0;
1860;VIA GEN. GIACOMO MEDICI;0;
3440;VIA G. VERDI;0;
7140;P.ZZA MONS. G.P. NICOLINI;0;
3809;VIA ERNESTO SESTAN;1;
480;CORSO M. BUONARROTI;0;
3030;PIAZZA RAFFAELLO SANZIO;0;
5705;VIA SALISBURGO;0;
1130;PIAZZA DI FIERA;0;
3828;VIA E. LANZEROTTI;0;
1760;VIA A. MARIGHETTO;0;
830;VIA DELLA COLLINA;0;
5170;VIA GIARETTE;0;
2990;PIAZZA S. MARIA MAGGIORE;1;
3807;TANGENZIALE OVEST;1;SS 12 svincoli
2020;VIA DEI MUREDEI;0;
7050;LOCALITA' CERNIDOR;0;
3730;VIA M. STENICO;0;
3835;VIA G. BASSETTI;0;
900;VIA A. DEGASPERI;0;
3490;P.ZZA ALESSANDRO VITTORIA;1;
2670;VIA A. ROSMINI;0;
2330;VIA F.LLI PERINI;0;
2330;VIA F.LLI PERINI;0;
2150;VICOLO DELLE ORSOLINE;1;
1370;VIA GOCCIADORO;0;
8132;PIAZZA DELLA REGOLA;0;
7815;VIA NAZIONALE;0;
1280;VIA A. GAZZOLETTI;0;
5080;VIA L. CANEPPELE;0;
8260;PIAZZA SAN LEONARDO;0;
0;;0;
6440;VIA AL MASO SPECCHIO;0;
3140;VIA DON NARCISO SORDO;0;
6080;VIA DEL CAPITEL;0;
975;L.GO DONATORI VOL. SANGUE;1;
3829;VIA TULLIO ODORIZZI;0;
8487;STRADA FONDA;0;
1520;LUNGADIGE G. LEOPARDI;1;
3050;LARGO N. SAURO;1;
1450;PIAZZETTA P. DIEGO LAINEZ;0;
3750;VIA DON LORENZO GUETTI;0;
1040;PIAZZA DUOMO;1;
8472;PIAZZA DELL'ASSUNTA;0;
1020;VIA DOSSO DOSSI;0;
4049;PONTE SANTA BARBARA;0;
530;VIA CALEPINA;1;
3830;STR. GARDESANA DI TRENTO;0;
740;VIA DELLA CERVARA;0;
1260;PIAZZA G.B. GARZETTI;0;
3620;VIA AL MASO VISINTAINER;1;
7815;VIA NAZIONALE;0;
1570;VIA E. MACCANI;1;
5080;VIA L. CANEPPELE;0;
2670;VIA A. ROSMINI;0;
3823;VIA DI COSTA SAN NICOLO';0;
1930;VIA MONTE BALDO;0;
6460;VIA DEL MONT DE SORA;0;SP 131 del Vino 2 tronco
6405;VIA DEL CROCEFISSO;1;
8547;VIA DEI TRE COLLI;0;
2050;VIA A. NICOLODI;1;
4034;S. CHIARA - C. CULTURALE;0;
5670;VIA MONACO;0;
4035;VILLAZZANO TRE;0;
8627;P.ZZA S.FILIPPO E GIACOMO;0;
8132;PIAZZA DELLA REGOLA;0;
1120;VIA FERSINA;0;
7340;LOCALITA' PASSO CIMIRLO;0;
8422;SPONDA TRENTINA;0;
8803;VIA STELLA;0;
6458;P.LE D. LORENZO OBEROSLER;0;
3833;VIA AL BOSCO DELLA CITTA';1;
8043;VIA DEL SALES;0;
540;VIA L. DE CAMPI;0;
1125;VIA G. BARTALI;0;
20;VIA A. ABONDI;0;
6170;VIA DEL FORTE;0;
1350;VIA G. GIUSTI;0;
5610;VIA DON LORENZO MILANI;0;
2360;VIA F. PETRARCA;1;
5903;PARCO DI MELTA;0;
5715;VIA GRAZ;0;
7460;VIA DON TOMMASO DALLAFIOR;0;
1010;VIA DOS TRENTO;0;
320;VICOLO DEI BIRRI;0;
20;VIA A. ABONDI;0;
8235;VIA MOSNA DI VIGOLO;0;
5680;VIA KLAGENFURT;0;
8607;VIA AL CASTAGNETO;0;
900;VIA A. DEGASPERI;0;
2820;VIA SAN MARTINO;1;
6460;VIA DEL MONT DE SORA;0;
3040;PIAZZETTA DEL SASS;0;
6450;STRADA DI MONTEVACCINO;0;
8541;VIA CONIUGI ROSETTI;0;
40;VIA ADAMELLO;0;
6170;VIA DEL FORTE;0;
7050;LOCALITA' CERNIDOR;0;
8023;VIA DI MURA;0;
8041;VIA DELLA RI;0;
1170;VIA FELICE E G. FONTANA;0;
8037;VIA DEL PRAOL;0;
5560;VIA DEL PIOPPETO;0;
1190;VICOLO GALASSO;0;
1660;VIA DELLA MALVASIA;0;
1555;VIA R. LUNELLI;0;
1555;VIA R. LUNELLI;0;
1840;VIA G. MAZZINI;1;
880;PIAZZA DANTE;0;
6450;STRADA DI MONTEVACCINO;0;SP 131 del Vino 2 tronco
1740;VIA MARANZA;0;
3350;CORSO 3 NOVEMBRE;0;
5750;VIA G. B. FATTORI;0;
5635;VIA ALLE ROSTE;0;
5908;PONTE DEI VODI;0;
1710;VIA MANTOVA;1;
7180;STRADA DELLE TABARELLE;0;
8960;VIA ALLE SETTE FONTANE;0;
3450;VIALE VERONA;0;
3510;VIA VITTORIO VENETO;0;
7140;P.ZZA MONS. G.P. NICOLINI;0;
8472;PIAZZA DELL'ASSUNTA;0;
7750;VIA DELLA TORRE FRANCA;0;
6050;VIA AI BOLLERI;0;
8323;VIA DEI CASAI;0;
5290;VIA 4 NOVEMBRE;0;
5595;VIA DI MELTA;0;
270;VICOLO BENASSUTI;0;
8472;PIAZZA DELL'ASSUNTA;0;
8313;VIA DEL CESURON;0;
190;VIA ASILO PEDROTTI;0;
7262;VIA DEL BOMPORT;0;
6020;VIA BELLAVISTA;0;
3750;VIA DON LORENZO GUETTI;0;
2300;VIA G. PECORI GIRALDI;1;
6050;VIA AI BOLLERI;0;SP 131 del Vino 2 tronco
8487;STRADA FONDA;0;
7305;VIA ALLA CASCATA;1;
5070;VIA BOLZANO;1;
1310;VIA DELLE GHIAIE;0;
1310;VIA DELLE GHIAIE;0;
8803;VIA STELLA;0;
8013;VIA DEL DOSSOL;0;
5795;VIA TALVERA;0;
1870;VIA C. MENGUZZATO;0;
770;VIA E. CHINI;0;
5760;VIA F. ORADINI;0;
5760;VIA F. ORADINI;0;
7760;LOCALITA' I CAROZETI;0;
8960;VIA ALLE SETTE FONTANE;0;
4031;SAN BARTOLAMEO;0;
7410;SALITA SANT'AGATA;0;
5595;VIA DI MELTA;0;
1110;VIA FRANCESCO FERRUCCIO;1;
1850;LARGO MEDAGLIE D'ORO;1;
400;VIA DEL BRENNERO;1;
8064;SANT'ANNA;0;
0;;1;
6360;VIA SAN VITO;0;
1550;PIAZZA LODRON;0;
6200;VIA B. KOFLER;0;
6473;VIA AL VASCON;0;
3807;TANGENZIALE OVEST;1;SS 12 svincoli
8750;VIA DELLA CROCE;0;
3360;VIALE TRIESTE;0;
1930;VIA MONTE BALDO;0;
3350;CORSO 3 NOVEMBRE;0;
8000;VIA DELLE ARE;0;
1960;VIA MONTELLO;1;
8133;VIA DI SAN MICHELE;0;
8212;VIA DON LUCA DEFLORIAN;0;
8529;PIAZZA T. SONTACCHI;0;
2900;VIA R. DA SANSEVERINO;0;
7080;VIA GALASSA;0;
3150;VIA DEI SOLTERI;0;
3210;VIA DEL SUFFRAGIO;0;
8470;VIA DELLE TRE CROCI;0;
3150;VIA DEI SOLTERI;0;
8417;VIA DEL MASO BIANCO;0;SP 76 dir S.Lazzaro
3811;TANGENZIALE SUD;0;SS 12 dell'Abetone e del Brennero
8629;VIA DEI TERLI;0;
5735;VIA C. BENEDETTI;0;
2920;VIA SAN VIGILIO;0;
220;VIA BARTOLAMEO DA TRENTO;0;
40;VIA ADAMELLO;1;
7855;LOCALITA' I GREZZI;0;
7110;VIA MARZOLA;0;
7445;VIA AI CASOTI;0;
2900;VIA R. DA SANSEVERINO;1;
1860;VIA GEN. GIACOMO MEDICI;0;
8132;PIAZZA DELLA REGOLA;0;
2430;VIA DI PIETRASTRETTA;1;
8418;VIA CA ROSSA;0;SP 76 Gardolo-Lases
8478;VIA DI CAMPARTA BASSA;0;
3720;VIA DELLA MALPENSADA;0;
7770;VIA DELLA DECIMA;0;
8049;STRADA PER LE TRE CIME;0;
8720;VIA PER BELVEDERE;0;
1570;VIA E. MACCANI;0;
650;VIA AL CASTELLER;0;
7450;VIA CASTEL DI PIETRAPIANA;0;
2370;VIA PIAVE;0;
8534;VIA DELLE SUGARINE;0;
8019;STRADA DEL MASO BERLANDI;0;
2930;VIA SANT'ANTONIO;1;
330;VIA BOLGHERA;1;
330;VIA BOLGHERA;1;
1430;LOCALITA' ISCHIA PODETTI;0;
7810;LOCALITA' MASET;0;
6495;VIA DI ZELL;0;
3440;VIA G. VERDI;0;
5735;VIA C. BENEDETTI;0;
5080;VIA L. CANEPPELE;0;
3500;VIA A. VIVALDI;0;
6003;VIA BASSANO;0;SS 47 della Valsugana
5080;VIA L. CANEPPELE;0;
5635;VIA ALLE ROSTE;0;
900;VIA A. DEGASPERI;0;
650;VIA AL CASTELLER;0;
850;PIAZZA DEL CONCILIO;0;
3770;VIA H. JEDIN;1;SS 12 svincoli
1140;VIA F. FILZI;0;
8524;VIA DEL DOS DE LA LUNA;0;
3510;VIA VITTORIO VENETO;0;
5460;VIA INNSBRUCK;1;
7775;VIA DELLE CESE LONGHE;0;
7870;SALITA AI DOSSI;0;
5300;LOCALITA' RONCAFORT;0;
8740;VIA CENTRALE;0;
20;VIA A. ABONDI;1;
3510;VIA VITTORIO VENETO;1;
3400;PIAZZA VENEZIA;0;
7703;VIA DELLA GOTARDA;0;SP 21 Mattarello-Aldeno
7815;VIA NAZIONALE;1;
140;VIA ANTONIO DA TRENTO;1;
5080;VIA L. CANEPPELE;1;
830;VIA DELLA COLLINA;0;
840;VIA DEL COMMERCIO;0;
8037;VIA DEL PRAOL;0;
5280;VIA PORTICI;0;
840;VIA DEL COMMERCIO;0;
840;VIA DEL COMMERCIO;0;
740;VIA DELLA CERVARA;0;
5595;VIA DI MELTA;0;
7115;VIA DELLA ZIVERANA;0;
6160;VIA ALLA FORMIGHETA;0;
3000;VIA SANTA TRINITA';1;
350;VIA B. BOMPORTO;0;
8119;VIA DEL CAPITELLO;0;
7815;VIA NAZIONALE;0;
8486;VIA DEI FRAGARI;0;
0;;1;
1200;VIA G. GALILEI;1;
3590;VIA DI CAMPOTRENTINO;0;
7115;VIA DELLA ZIVERANA;0;
3901;VIA G. MATTEOTTI;1;
8414;VIA DEL PORFIDO;1;
450;VIA BRIGATA ACQUI;0;
5781;VIA DELLE PALAZZINE;0;
6050;VIA AI BOLLERI;0;
7815;VIA NAZIONALE;0;
1570;VIA E. MACCANI;0;
6429;VIA P. ALBERTO GIANORDOLI;0;
4045;PONTE FERSINA;0;
1470;VIA DELLE LASTE;0;
2640;VIA ROMA;1;
2640;VIA ROMA;1;
8730;VIA BERLINA;0;
8067;VIA DEL PRA DE LA FAVA;0;
5370;VIA B. TODESCA;0;
8730;VIA BERLINA;0;
7200;VIA DEI TESSADRI;0;
8487;STRADA FONDA;0;
8541;VIA CONIUGI ROSETTI;0;
8487;STRADA FONDA;0;
8540;VIA DEL RIO PAPA;0;
8523;VIA MADONNA DEI PRATI;0;
3827;VIA DEI MARINAI D'ITALIA;1;SS 12 svincoli
1550;PIAZZA LODRON;0;
8540;VIA DEL RIO PAPA;0;
8490;VICOLO G. F. BORTOLOTTI;0;
8523;VIA MADONNA DEI PRATI;0;
8421;VIA SANTI PIETRO E PAOLO;0;
7485;VIA DELLA RESISTENZA;0;
7485;VIA DELLA RESISTENZA;0;
3720;VIA DELLA MALPENSADA;0;
7400;SALITA SANTA LUCIA;0;
7395;VIA DEI PAHO;0;
7485;VIA DELLA RESISTENZA;0;
7860;VIA F. MENESTRINA;0;
7145;STRADA DELLA POZZATA;0;
7210;VIA TORRICELLE;0;
160;VIA AOSTA;0;
700;PIAZZA DI CENTA;1;
