Num_Civico;strada;cap;sobborgo
63;3780;38121;Trento
65;3780;38121;Trento
69;3780;38121;Trento
69;3780;38121;Trento
1;3801;38123;Trento
1;3801;38123;Trento
2;3801;38123;Trento
4;3801;38123;Trento
4/A;3801;38123;Trento
6;3801;38123;Trento
6/A;3801;38123;Trento
6/B;3801;38123;Trento
8;3801;38123;Trento
9;3801;38123;Trento
9;3801;38123;Trento
9;3801;38123;Trento
10;3801;38123;Trento
10;3801;38123;Trento
11;3801;38123;Trento
13;3801;38123;Trento
15;3801;38123;Trento
19;3801;38123;Trento
21;3801;38123;Trento
21;3801;38123;Trento
25;3801;38123;Trento
27;3801;38123;Trento
29;3801;38123;Trento
31;3801;38123;Trento
1;3802;38123;Trento
1;3802;38123;Trento
2;3802;38123;Trento
4;3802;38123;Trento
6;3802;38123;Trento
8;3802;38123;Trento
9;3802;38123;Trento
10;3802;38123;Trento
12;3802;38123;Trento
14;3802;38123;Trento
15;3802;38123;Trento
16;3802;38123;Trento
16;3802;38123;Trento
17;3802;38123;Trento
19;3802;38123;Trento
20;3802;38123;Trento
21;3802;38123;Trento
22;3802;38123;Trento
23;3802;38123;Trento
24;3802;38123;Trento
26;3802;38123;Trento
28;3802;38123;Trento
28;3802;38123;Trento
30;3802;38123;Trento
32;3802;38123;Trento
36;3802;38123;Trento
1;3803;38123;Trento
2;3803;38123;Trento
3;3803;38123;Trento
4;3803;38123;Trento
7;3803;38123;Trento
8;3803;38123;Trento
10;3803;38123;Trento
11;3803;38123;Trento
12;3803;38123;Trento
12;3803;38123;Trento
13;3803;38123;Trento
14;3803;38123;Trento
15;3803;38123;Trento
16;3803;38123;Trento
17;3803;38123;Trento
18;3803;38123;Trento
19;3803;38123;Trento
20;3803;38123;Trento
20;3803;38123;Trento
22;3803;38123;Trento
22;3803;38123;Trento
24;3803;38123;Trento
25;3803;38123;Trento
26;3803;38123;Trento
27;3803;38123;Trento
28;3803;38123;Trento
28;3803;38123;Trento
29;3803;38123;Trento
30;3803;38123;Trento
5;3804;38121;Trento
7;3804;38121;Trento
9;3804;38121;Trento
10;3804;38121;Trento
10;3804;38121;Trento
10;3804;38121;Trento
10;3804;38121;Trento
11;3804;38121;Trento
12;3804;38121;Trento
14;3804;38121;Trento
16;3804;38121;Trento
18;3804;38121;Trento
20;3804;38121;Trento
22;3804;38121;Trento
24;3804;38121;Trento
26;3804;38121;Trento
28;3804;38121;Trento
30;3804;38121;Trento
1;3805;38121;Trento
2;3805;38121;Trento
3;3805;38121;Trento
4;3805;38121;Trento
5;3805;38121;Trento
6;3805;38121;Trento
7;3805;38121;Trento
8;3805;38121;Trento
9;3805;38121;Trento
10;3805;38121;Trento
11;3805;38121;Trento
12;3805;38121;Trento
13;3805;38121;Trento
14;3805;38121;Trento
15;3805;38121;Trento
16;3805;38121;Trento
17;3805;38121;Trento
18;3805;38121;Trento
19;3805;38121;Trento
20;3805;38121;Trento
21;3805;38121;Trento
21;3805;38121;Trento
22;3805;38121;Trento
24;3805;38121;Trento
26;3805;38121;Trento
28;3805;38121;Trento
30;3805;38121;Trento
32;3805;38121;Trento
34;3805;38121;Trento
36;3805;38121;Trento
38;3805;38121;Trento
40;3805;38121;Trento
42;3805;38121;Trento
44;3805;38121;Trento
46;3805;38121;Trento
48;3805;38121;Trento
50;3805;38121;Trento
52;3805;38121;Trento
54;3805;38121;Trento
56;3805;38121;Trento
58;3805;38121;Trento
60;3805;38121;Trento
62;3805;38121;Trento
1;3806;38123;Trento
2;3806;38123;Trento
3;3806;38123;Trento
4;3806;38123;Trento
5;3806;38123;Trento
6;3806;38123;Trento
8;3806;38123;Trento
10;3806;38123;Trento
12;3806;38123;Trento
14;3806;38123;Trento
16;3806;38123;Trento
4;5685;38121;Gardolo
22;3806;38123;Trento
3;3807;38121;Trento
4;3807;38121;Trento
9;3807;38122;Ravina
9;3807;38122;Ravina
11;3807;38122;Ravina
11;3807;38122;Ravina
11;3807;38122;Ravina
11;3807;38122;Ravina
11;3807;38122;Ravina
13;3807;38122;Ravina
27;3807;38122;Trento
4;3808;38121;Trento
4;3808;38121;Trento
5;3808;38121;Trento
6;3808;38121;Trento
6;3808;38121;Trento
7;3808;38121;Trento
8;3808;38121;Trento
8;3808;38121;Trento
13;3808;38121;Trento
14;3808;38121;Trento
14;3808;38121;Trento
14;3808;38121;Trento
15;3808;38121;Trento
16;3808;38121;Trento
18;3808;38121;Trento
18;3808;38121;Trento
18;3808;38121;Trento
20;3808;38121;Trento
20;3808;38121;Trento
21;3808;38121;Trento
22;3808;38121;Trento
23;3808;38121;Trento
24;3808;38121;Trento
26;3808;38121;Trento
28;3808;38121;Trento
28;3808;38121;Trento
30;3808;38121;Trento
30;3808;38121;Trento
30;3808;38121;Trento
2;3809;38121;Trento
3;3809;38121;Trento
4;3809;38121;Trento
5;3809;38121;Trento
6;3809;38121;Trento
7;3809;38121;Trento
8;3809;38121;Trento
9;3809;38121;Trento
10;3809;38121;Trento
11;3809;38121;Trento
12;3809;38121;Trento
13;3809;38121;Trento
14;3809;38121;Trento
15;3809;38121;Trento
16;3809;38121;Trento
17;3809;38121;Trento
18;3809;38121;Trento
19;3809;38121;Trento
20;3809;38121;Trento
21;3809;38121;Trento
22;3809;38121;Trento
23;3809;38121;Trento
24;3809;38121;Trento
25;3809;38121;Trento
26;3809;38121;Trento
27;3809;38121;Trento
28;3809;38121;Trento
29;3809;38121;Trento
30;3809;38121;Trento
30;3809;38121;Trento
30;3809;38121;Trento
30;3809;38121;Trento
31;3809;38121;Trento
32;3809;38121;Trento
33;3809;38121;Trento
35;3809;38121;Trento
37;3809;38121;Trento
39;3809;38121;Trento
41;3809;38121;Trento
43;3809;38121;Trento
47;3809;38121;Trento
49;3809;38121;Trento
51;3809;38121;Trento
1;3811;38123;Trento
1;3811;38123;Trento
1;3811;38123;Trento
1;3811;38123;Trento
3;3811;38123;Trento
4;3811;38123;Trento
5;3811;38123;Trento
5;3811;38123;Trento
6;3811;38123;Trento
8;3811;38123;Trento
8;3811;38123;Trento
9;3811;38123;Trento
9;3811;38123;Trento
9;3811;38123;Trento
9;3811;38123;Trento
9;3811;38123;Trento
2;3812;38123;Trento
4;3812;38123;Trento
5;3812;38123;Trento
5;3812;38123;Trento
5;3812;38123;Trento
7;3812;38123;Trento
3;3814;38122;Trento
5;3814;38122;Trento
7;3814;38122;Trento
9;3814;38122;Trento
1;3815;38122;Trento
2;3815;38122;Trento
1;3816;38122;Trento
2;3816;38122;Trento
3;3816;38122;Trento
4;3816;38122;Trento
5;3816;38122;Trento
7;3816;38122;Trento
2;3817;38123;Trento
3;3817;38123;Trento
3;3817;38123;Trento
3;3817;38123;Trento
3;3817;38123;Trento
3;3817;38123;Trento
5;3817;38123;Trento
8;3817;38123;Trento
8;3817;38123;Trento
10;3817;38123;Trento
10;3817;38123;Trento
14;3817;38123;Trento
16;3817;38123;Trento
18;3817;38123;Trento
20;3817;38123;Trento
22;3817;38123;Trento
28;3817;38123;Trento
30;3817;38123;Trento
30;3817;38123;Trento
32;3817;38123;Trento
40;3817;38123;Trento
42;3817;38123;Trento
42;3817;38123;Trento
42;3817;38123;Trento
42;3817;38123;Trento
44;3817;38123;Trento
48;3817;38123;Trento
48;3817;38123;Trento
48;3817;38123;Trento
48;3817;38123;Trento
48;3817;38123;Trento
50;3817;38123;Trento
50;3817;38123;Trento
52;3817;38123;Trento
52;3817;38123;Trento
56;3817;38123;Trento
56;3817;38123;Trento
60;3817;38123;Trento
60;3817;38123;Trento
64;3817;38123;Trento
66;3817;38123;Trento
68;3817;38123;Trento
70;3817;38123;Trento
72;3817;38123;Trento
74;3817;38123;Trento
76;3817;38123;Trento
78;3817;38123;Trento
80;3817;38123;Trento
80;3817;38123;Trento
82;3817;38123;Trento
84;3817;38123;Trento
88;3817;38123;Trento
90;3817;38123;Trento
92;3817;38123;Trento
94;3817;38123;Trento
96;3817;38123;Trento
96;3817;38123;Trento
96;3817;38123;Trento
96;3817;38123;Trento
96;3817;38123;Trento
96;3817;38123;Trento
96;3817;38123;Trento
100;3817;38123;Trento
102;3817;38123;Trento
104;3817;38123;Trento
104/A;3817;38123;Trento
104/B;3817;38123;Trento
104/C;3817;38123;Trento
106;3817;38123;Trento
108;3817;38123;Trento
110;3817;38123;Trento
112;3817;38123;Trento
114;3817;38123;Trento
122;3817;38123;Trento
122;3817;38123;Trento
122;3817;38123;Trento
124;3817;38123;Trento
124;3817;38123;Trento
124;3817;38123;Trento
124;3817;38123;Trento
124;3817;38123;Trento
130;3817;38123;Trento
130;3817;38123;Trento
130;3817;38123;Trento
130;3817;38123;Trento
130;3817;38123;Trento
134;3817;38123;Trento
136;3817;38123;Trento
136;3817;38123;Trento
136;3817;38123;Trento
138;3817;38123;Trento
138;3817;38123;Trento
140;3817;38123;Trento
142;3817;38123;Trento
142;3817;38123;Trento
142;3817;38123;Trento
144;3817;38123;Trento
144;3817;38123;Trento
144;3817;38123;Trento
144;3817;38123;Trento
144;3817;38123;Trento
144;3817;38123;Trento
148;3817;38123;Trento
148;3817;38123;Trento
1;3818;38123;Trento
2;3818;38123;Trento
4;3818;38123;Trento
4;3818;38123;Trento
6;3818;38123;Trento
8;3818;38123;Trento
10;3818;38123;Trento
11;3818;38123;Trento
11;3818;38123;Trento
12;3818;38123;Trento
13;3818;38123;Trento
13;3818;38123;Trento
13/A;3818;38123;Trento
14;3818;38123;Trento
15;3818;38123;Trento
16;3818;38123;Trento
17;3818;38123;Trento
18;3818;38123;Trento
18;3818;38123;Trento
19;3818;38123;Trento
20;3818;38123;Trento
21;3818;38123;Trento
22;3818;38123;Trento
24;3818;38123;Trento
25;3818;38123;Trento
26;3818;38123;Trento
27;3818;38123;Trento
27;3818;38123;Trento
27;3818;38123;Trento
27;3818;38123;Trento
29;3818;38123;Trento
31;3818;38123;Trento
33;3818;38123;Trento
33/A;3818;38123;Trento
33/B;3818;38123;Trento
33/C;3818;38123;Trento
33/D;3818;38123;Trento
33/E;3818;38123;Trento
36;3818;38123;Trento
36/A;3818;38123;Trento
38;3818;38123;Trento
38/A;3818;38123;Trento
39;3818;38123;Trento
40;3818;38123;Trento
40/A;3818;38123;Trento
41;3818;38123;Trento
41/A;3818;38123;Trento
41/B;3818;38123;Trento
42;3818;38123;Trento
42/A;3818;38123;Trento
43;3818;38123;Trento
43/A;3818;38123;Trento
44;3818;38123;Trento
44/A;3818;38123;Trento
45;3818;38123;Trento
45/A;3818;38123;Trento
46;3818;38123;Trento
47;3818;38123;Trento
49;3818;38123;Trento
50;3818;38123;Trento
51;3818;38123;Trento
53;3818;38123;Trento
55;3818;38123;Trento
57;3818;38123;Trento
57;3818;38123;Trento
79;3818;38123;Trento
79;3818;38123;Trento
79;3818;38123;Trento
79;3818;38123;Trento
81;3818;38123;Trento
83;3818;38123;Trento
85;3818;38123;Trento
87;3818;38123;Trento
89;3818;38123;Trento
91;3818;38123;Trento
93;3818;38123;Trento
95;3818;38123;Trento
1;3819;38121;Trento
1;3819;38121;Trento
4;3819;38121;Trento
5;3819;38121;Trento
6;3819;38121;Trento
6;3819;38121;Trento
6;3819;38121;Trento
6/A;3819;38121;Trento
6/A;3819;38121;Trento
7;3819;38121;Trento
8;3819;38121;Trento
9;3819;38121;Trento
10;3819;38121;Trento
11;3819;38121;Trento
12;3819;38121;Trento
13;3819;38121;Trento
13;3819;38121;Trento
14;3819;38121;Trento
15;3819;38121;Trento
16;3819;38121;Trento
17;3819;38121;Trento
17;3819;38121;Trento
17;3819;38121;Trento
17;3819;38121;Trento
18;3819;38121;Trento
18;3819;38121;Trento
18;3819;38121;Trento
21;3819;38121;Trento
2;3820;38121;Trento
4;3820;38121;Trento
6;3820;38121;Trento
8;3820;38121;Trento
10;3820;38121;Trento
11;3820;38121;Trento
11;3820;38121;Trento
11;3820;38121;Trento
12;3820;38121;Trento
13;3820;38121;Trento
1;3821;38122;Trento
3;3821;38122;Trento
4;3821;38122;Trento
5;3821;38122;Trento
6;3821;38122;Trento
7;3821;38122;Trento
7;3821;38122;Trento
8;3821;38122;Trento
9;3821;38122;Trento
10;3821;38122;Trento
12;3821;38122;Trento
13;3821;38122;Trento
13;3821;38122;Trento
14;3821;38122;Trento
15;3821;38122;Trento
15;3821;38122;Trento
15;3821;38122;Trento
2;3822;38122;Trento
3;3822;38122;Trento
3;3822;38122;Trento
3;3822;38122;Trento
3;3822;38122;Trento
3;3822;38122;Trento
3;3822;38122;Trento
3;3822;38122;Trento
4;3822;38122;Trento
6;3822;38122;Trento
7;3822;38122;Trento
7;3822;38122;Trento
9;3822;38122;Trento
9;3822;38122;Trento
11;3822;38122;Trento
13;3822;38122;Trento
13;3822;38122;Trento
13;3822;38122;Trento
17;3822;38122;Trento
17;3822;38122;Trento
17;3822;38122;Trento
1;3823;38123;Ravina
4;3823;38123;Trento
4;3823;38123;Trento
4;3823;38123;Trento
4;3823;38123;Trento
4;3823;38123;Trento
5;3823;38123;Ravina
6;3823;38123;Trento
6;3823;38123;Trento
8;3823;38123;Trento
14;3823;38123;Trento
14;3823;38123;Trento
14;3823;38123;Trento
14;3823;38123;Trento
14;3823;38123;Trento
14;3823;38123;Trento
14;3823;38123;Trento
14;3823;38123;Trento
20;3823;38123;Ravina
24;3823;38123;Ravina
28;3823;38123;Ravina
36;3823;38123;Ravina
40;3823;38123;Ravina
40;3823;38123;Ravina
40;3823;38123;Ravina
4;5690;38121;Gardolo
40;3823;38123;Ravina
42;3823;38123;Ravina
42;3823;38123;Ravina
50;3823;38123;Ravina
50;3823;38123;Ravina
54;3823;38123;Ravina
54;3823;38123;Ravina
24;3824;38123;Trento
24;3824;38123;Trento
2;3824;38123;Trento
3;3824;38123;Trento
3;3824;38123;Trento
3;3824;38123;Trento
3;3824;38123;Trento
7;3824;38123;Mattarello
7;3824;38123;Mattarello
7;3824;38123;Mattarello
8;3824;38123;Trento
8;3824;38123;Trento
8;3824;38123;Trento
9;3824;38123;Mattarello
9;3824;38123;Mattarello
10;3824;38123;Trento
10;3824;38123;Trento
11;3824;38123;Mattarello
11/A;3824;38123;Mattarello
11/A;3824;38123;Mattarello
12;3824;38123;Trento
12;3824;38123;Trento
13;3824;38123;Mattarello
14;3824;38123;Trento
14;3824;38123;Trento
15;3824;38123;Mattarello
16;3824;38123;Trento
16;3824;38123;Trento
17;3824;38123;Mattarello
18;3824;38123;Trento
18;3824;38123;Trento
18;3824;38123;Trento
19;3824;38123;Mattarello
21;3824;38123;Mattarello
22;3824;38123;Trento
22;3824;38123;Trento
23;3824;38123;Mattarello
25;3824;38123;Mattarello
26;3824;38123;Trento
26;3824;38123;Trento
27;3824;38123;Mattarello
28;3824;38123;Trento
28;3824;38123;Trento
29;3824;38123;Mattarello
30;3824;38123;Trento
30;3824;38123;Trento
30;3824;38123;Trento
30;3824;38123;Trento
31;3824;38123;Mattarello
33;3824;38123;Mattarello
40;3824;38123;Trento
42;3824;38123;Trento
42;3824;38123;Trento
42;3824;38123;Trento
42;3824;38123;Trento
42;3824;38123;Trento
42;3824;38123;Trento
42;3824;38123;Trento
42;3824;38123;Trento
42;3824;38123;Trento
42;3824;38123;Trento
42;3824;38123;Trento
42;3824;38123;Trento
42;3824;38123;Trento
46;3824;38123;Trento
46;3824;38123;Trento
48;3824;38123;Trento
48;3824;38123;Trento
50;3824;38123;Trento
50;3824;38123;Trento
52;3824;38123;Trento
52;3824;38123;Trento
52;3824;38123;Trento
52;3824;38123;Trento
60;3824;38123;Mattarello
62;3824;38123;Mattarello
64;3824;38123;Mattarello
66;3824;38123;Mattarello
66;3824;38123;Mattarello
70;3824;38123;Mattarello
74;3824;38123;Mattarello
74;3824;38123;Mattarello
76;3824;38123;Mattarello
76;3824;38123;Mattarello
78;3824;38123;Mattarello
78;3824;38123;Mattarello
80;3824;38123;Mattarello
80;3824;38123;Mattarello
86;3824;38123;Mattarello
88;3824;38123;Mattarello
88;3824;38123;Mattarello
90;3824;38123;Mattarello
90;3824;38123;Mattarello
92;3824;38123;Mattarello
92;3824;38123;Mattarello
94;3824;38123;Mattarello
94;3824;38123;Mattarello
96;3824;38123;Mattarello
96;3824;38123;Mattarello
96;3824;38123;Mattarello
98;3824;38123;Mattarello
98;3824;38123;Mattarello
104;3824;38123;Mattarello
104;3824;38123;Mattarello
104;3824;38123;Mattarello
106;3824;38123;Mattarello
108;3824;38123;Mattarello
108;3824;38123;Mattarello
112;3824;38123;Mattarello
112;3824;38123;Mattarello
114;3824;38123;Mattarello
114;3824;38123;Mattarello
116;3824;38123;Mattarello
116;3824;38123;Mattarello
118;3824;38123;Mattarello
118;3824;38123;Mattarello
120;3824;38123;Mattarello
120;3824;38123;Mattarello
122;3824;38123;Mattarello
122;3824;38123;Mattarello
130;3824;38123;Mattarello
130;3824;38123;Mattarello
134;3824;38123;Mattarello
136;3824;38123;Mattarello
138;3824;38123;Mattarello
140;3824;38123;Mattarello
142;3824;38123;Mattarello
142;3824;38123;Mattarello
144;3824;38123;Mattarello
1;3825;38123;Trento
1;3825;38123;Trento
2;3825;38123;Trento
2;3825;38123;Trento
4;3825;38123;Trento
6;3825;38123;Trento
6;3825;38123;Trento
6;3825;38123;Trento
7;3825;38123;Trento
8;3825;38123;Trento
8;3825;38123;Trento
9;3825;38123;Trento
9;3825;38123;Trento
11;3825;38123;Trento
11;3825;38123;Trento
13;3825;38123;Trento
2;3827;38123;Trento
4;3827;38123;Trento
6;3827;38123;Trento
6/A;3827;38123;Trento
6/A;3827;38123;Trento
6/A;3827;38123;Trento
8;3827;38123;Trento
10;3827;38123;Trento
12;3827;38123;Trento
14;3827;38123;Trento
16;3827;38123;Trento
18;3827;38123;Trento
20;3827;38123;Trento
22;3827;38123;Trento
24;3827;38123;Trento
26;3827;38123;Trento
28;3827;38123;Trento
30;3827;38123;Trento
32;3827;38123;Trento
34;3827;38123;Trento
36;3827;38123;Trento
1;3828;38123;Trento
1;3828;38123;Trento
1;3828;38123;Trento
1;3828;38123;Trento
2;3828;38123;Trento
3;3828;38123;Trento
3;3828;38123;Trento
3;3828;38123;Trento
4;3828;38123;Trento
4;3828;38123;Trento
5;3828;38123;Trento
5;3828;38123;Trento
6;3828;38123;Trento
6;3828;38123;Trento
7;3828;38123;Trento
7;3828;38123;Trento
8;3828;38123;Trento
8;3828;38123;Trento
9;3828;38123;Trento
10;3828;38123;Trento
10;3828;38123;Trento
11;3828;38123;Trento
12;3828;38123;Trento
12;3828;38123;Trento
13;3828;38123;Trento
14;3828;38123;Trento
14;3828;38123;Trento
14;3828;38123;Trento
15;3828;38123;Trento
15;3828;38123;Trento
17;3828;38123;Trento
17;3828;38123;Trento
19;3828;38123;Trento
19;3828;38123;Trento
21;3828;38123;Trento
21;3828;38123;Trento
2;3829;38123;Trento
4;3829;38123;Trento
4;3829;38123;Trento
6;3829;38123;Trento
6;3829;38123;Trento
7;3829;38123;Trento
8;3829;38123;Trento
8;3829;38123;Trento
8;3829;38123;Trento
9;3829;38123;Trento
10;3829;38123;Trento
10;3829;38123;Trento
11;3829;38123;Trento
12;3829;38123;Trento
12;3829;38123;Trento
13;3829;38123;Trento
13;3829;38123;Trento
13;3829;38123;Trento
13/A;3829;38123;Trento
14;3829;38123;Trento
15;3829;38123;Trento
15;3829;38123;Trento
16;3829;38123;Trento
16;3829;38123;Trento
18;3829;38123;Trento
18;3829;38123;Trento
20;3829;38123;Trento
20;3829;38123;Trento
22;3829;38123;Trento
23;3829;38123;Trento
23;3829;38123;Trento
23;3829;38123;Trento
23;3829;38123;Trento
24;3829;38123;Trento
25;3829;38123;Trento
26;3829;38123;Trento
28;3829;38123;Trento
29;3829;38123;Trento
29;3829;38123;Trento
29;3829;38123;Trento
30;3829;38123;Trento
31;3829;38123;Trento
32;3829;38123;Trento
33;3829;38123;Trento
34;3829;38123;Trento
35;3829;38123;Trento
36;3829;38123;Trento
37;3829;38123;Trento
38;3829;38123;Trento
39;3829;38123;Trento
40;3829;38123;Trento
41;3829;38123;Trento
42;3829;38123;Trento
43;3829;38123;Trento
44;3829;38123;Trento
45;3829;38123;Trento
46;3829;38123;Trento
47;3829;38123;Trento
48;3829;38123;Trento
49;3829;38123;Trento
50;3829;38123;Trento
51;3829;38123;Trento
52;3829;38123;Trento
52;3829;38123;Trento
52;3829;38123;Trento
52;3829;38123;Trento
52;3829;38123;Trento
52;3829;38123;Trento
52;3829;38123;Trento
52;3829;38123;Trento
52;3829;38123;Trento
53;3829;38123;Trento
55;3829;38123;Trento
57;3829;38123;Trento
59;3829;38123;Trento
61;3829;38123;Trento
63;3829;38123;Trento
65;3829;38123;Trento
67;3829;38123;Trento
69;3829;38123;Trento
71;3829;38123;Trento
4;5690;38121;Gardolo
73;3829;38123;Trento
75;3829;38123;Trento
77;3829;38123;Trento
79;3829;38123;Trento
79;3829;38123;Trento
81;3829;38123;Trento
3;5040;38121;Gardolo
3;5040;38121;Gardolo
83;3829;38123;Trento
85;3829;38123;Trento
87;3829;38123;Trento
89;3829;38123;Trento
91;3829;38123;Trento
93;3829;38123;Trento
95;3829;38123;Trento
97;3829;38123;Trento
99;3829;38123;Trento
101;3829;38123;Trento
103;3829;38123;Trento
3;3830;38123;Trento
3;3830;38123;Trento
3;3830;38123;Trento
3;3830;38123;Trento
4;3830;38123;Trento
6;3830;38123;Trento
8;3830;38123;Trento
8;3830;38123;Trento
10;3830;38123;Trento
10;3830;38123;Trento
12;3830;38123;Trento
14;3830;38123;Trento
18;3830;38123;Trento
20;3830;38123;Trento
22;3830;38123;Trento
22;3830;38123;Trento
4;5690;38121;Gardolo
24;3830;38123;Trento
24;3830;38123;Trento
24;3830;38123;Trento
28;3830;38123;Trento
28;3830;38123;Trento
28/A;3830;38123;Trento
32;3830;38123;Trento
32;3830;38123;Trento
34;3830;38123;Trento
34;3830;38123;Trento
34;3830;38123;Trento
38;3830;38123;Trento
38;3830;38123;Trento
1;3831;38123;Trento
1;3831;38123;Trento
1;3831;38123;Trento
2;3831;38123;Trento
2;3831;38123;Trento
3;3831;38123;Trento
3;3831;38123;Trento
4;3831;38123;Trento
4;3831;38123;Trento
5;3831;38123;Trento
2;3832;38123;Villazzano
2;3832;38123;Villazzano
2;3832;38123;Villazzano
4;3832;38123;Villazzano
6;3832;38123;Villazzano
8;3832;38123;Villazzano
10;3832;38123;Villazzano
12;3832;38123;Villazzano
12;3832;38123;Villazzano
2;3833;38123;Trento
2;3833;38123;Trento
2;3833;38123;Trento
2;3833;38123;Trento
3;3833;38123;Trento
3;3833;38123;Trento
3;3833;38123;Trento
4;3833;38123;Trento
4;3833;38123;Trento
6;3833;38123;Trento
6;3833;38123;Trento
8;3833;38123;Trento
8;3833;38123;Trento
10;3833;38123;Trento
10;3833;38123;Trento
3;3834;38123;Villazzano
4;3834;38123;Trento
4;3834;38123;Trento
5;3834;38123;Villazzano
6;3834;38123;Trento
10;3834;38123;Trento
11;3834;38123;Villazzano
11;3834;38123;Villazzano
12;3834;38123;Trento
12;3834;38123;Trento
16;3834;38123;Trento
16;3834;38123;Trento
18;3834;38123;Trento
18;3834;38123;Trento
18;3834;38123;Trento
1;3835;38123;Villazzano
1;3835;38123;Villazzano
1;3835;38123;Villazzano
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
2;3835;38123;Trento
3;3835;38123;Villazzano
3;3835;38123;Villazzano
3;3835;38123;Villazzano
3;3835;38123;Villazzano
3;3835;38123;Villazzano
3;3835;38123;Villazzano
3;3835;38123;Villazzano
3;3835;38123;Villazzano
3;3835;38123;Villazzano
3;3835;38123;Villazzano
3;3835;38123;Villazzano
3;3835;38123;Villazzano
3;3835;38123;Villazzano
3;3835;38123;Villazzano
3;3835;38123;Villazzano
3;3835;38123;Villazzano
3;3835;38123;Villazzano
12;5715;38121;Gardolo
3;3835;38123;Villazzano
3;3835;38123;Villazzano
3;3835;38123;Villazzano
3;3835;38123;Villazzano
3;3835;38123;Villazzano
3;3835;38123;Villazzano
3;3835;38123;Villazzano
3;3835;38123;Villazzano
3;3835;38123;Villazzano
3;3835;38123;Villazzano
3/A;3835;38123;Villazzano
3/B;3835;38123;Villazzano
4;3835;38123;Trento
4;3835;38123;Trento
4;3835;38123;Trento
5;3835;38123;Villazzano
5;3835;38123;Villazzano
6;3835;38123;Trento
6;3835;38123;Trento
7;3835;38123;Villazzano
7;3835;38123;Villazzano
7;3835;38123;Villazzano
7;3835;38123;Villazzano
8;3835;38123;Trento
8;3835;38123;Trento
8;3835;38123;Trento
8;3835;38123;Trento
8;3835;38123;Trento
8;3835;38123;Trento
11;3835;38123;Villazzano
11;3835;38123;Villazzano
1;3836;38123;Villazzano
2;3836;38123;Villazzano
2;3836;38123;Villazzano
2;3836;38123;Villazzano
2;3836;38123;Villazzano
2;3836;38123;Villazzano
2;3836;38123;Villazzano
2;3836;38123;Villazzano
2;3836;38123;Villazzano
2;3836;38123;Villazzano
2;3836;38123;Villazzano
2;3836;38123;Villazzano
3;3836;38123;Trento
3;3836;38123;Trento
4;3836;38123;Trento
4;3836;38123;Trento
4;3836;38123;Trento
4;3836;38123;Trento
4;3836;38123;Trento
4;3836;38123;Trento
4;3836;38123;Trento
5;3836;38123;Trento
5;3836;38123;Trento
6;3836;38123;Trento
7;3836;38123;Trento
7;3836;38123;Trento
8;3836;38123;Trento
9;3836;38123;Trento
9;3836;38123;Trento
9;3836;38123;Trento
10;3836;38123;Trento
11;3836;38123;Trento
11;3836;38123;Trento
12;3836;38123;Trento
12;3836;38123;Trento
14;3836;38123;Trento
16;3836;38123;Trento
16;3836;38123;Trento
18;3836;38123;Trento
18;3836;38123;Trento
18;3836;38123;Trento
20;3836;38123;Trento
20;3836;38123;Trento
22;3836;38123;Trento
22;3836;38123;Trento
22;3836;38123;Trento
22;3836;38123;Trento
22;3836;38123;Trento
24;3836;38123;Trento
24;3836;38123;Trento
26;3836;38123;Trento
26;3836;38123;Trento
28;3836;38123;Trento
28;3836;38123;Trento
30;3836;38123;Trento
30;3836;38123;Trento
32;3836;38123;Trento
32;3836;38123;Trento
1;3837;38122;Trento
2;3837;38122;Trento
3;3837;38122;Trento
4;3837;38122;Trento
5;3837;38122;Trento
6;3837;38122;Trento
7;3837;38122;Trento
8;3837;38122;Trento
9;3837;38122;Trento
10;3837;38122;Trento
11;3837;38122;Trento
12;3837;38122;Trento
13;3837;38122;Trento
14;3837;38122;Trento
15;3837;38122;Trento
16;3837;38122;Trento
17;3837;38122;Trento
18;3837;38122;Trento
19;3837;38122;Trento
20;3837;38122;Trento
21;3837;38122;Trento
22;3837;38122;Trento
23;3837;38122;Trento
24;3837;38122;Trento
25;3837;38122;Trento
26;3837;38122;Trento
27;3837;38122;Trento
28;3837;38122;Trento
29;3837;38122;Trento
31;3837;38122;Trento
32;3837;38122;Trento
33;3837;38122;Trento
34;3837;38122;Trento
35;3837;38122;Trento
36;3837;38122;Trento
37;3837;38122;Trento
38;3837;38122;Trento
40;3837;38122;Trento
1;3838;38122;Trento
2;3838;38122;Trento
3;3838;38122;Trento
4;3838;38122;Trento
5;3838;38122;Trento
6;3838;38122;Trento
7;3838;38122;Trento
8;3838;38122;Trento
9;3838;38122;Trento
10;3838;38122;Trento
11;3838;38122;Trento
