Num_Civico;strada;cap;sobborgo
38;2640;38122;Trento
40;2640;38122;Trento
41;2640;38122;Trento
42;2640;38122;Trento
43;2640;38122;Trento
48;2640;38122;Trento
49;2640;38122;Trento
50;2640;38122;Trento
51;2640;38122;Trento
56;2640;38122;Trento
56;2640;38122;Trento
56;2640;38122;Trento
56;2640;38122;Trento
57;2640;38122;Trento
58;2640;38122;Trento
60;2640;38122;Trento
62;2640;38122;Trento
74;2640;38122;Trento
76;2640;38122;Trento
78;2640;38122;Trento
80;2640;38122;Trento
82;2640;38122;Trento
84;2640;38122;Trento
86;2640;38122;Trento
1;2650;38122;Trento
2;2650;38122;Trento
3;2650;38122;Trento
4;2650;38122;Trento
5;2650;38122;Trento
6;2650;38122;Trento
7;2650;38122;Trento
8;2650;38122;Trento
9;2650;38122;Trento
10;2650;38122;Trento
10/A;2650;38122;Trento
11;2650;38122;Trento
11/A;2650;38122;Trento
12;2650;38122;Trento
14;2650;38122;Trento
15;2650;38122;Trento
17;2650;38122;Trento
19;2650;38122;Trento
19;2650;38122;Trento
26;2650;38122;Trento
28;2650;38122;Trento
30;2650;38122;Trento
30;2650;38122;Trento
30;2650;38122;Trento
30;2650;38122;Trento
30/A;2650;38122;Trento
32;2650;38122;Trento
32/A;2650;38122;Trento
32/B;2650;38122;Trento
34;2650;38122;Trento
36;2650;38122;Trento
1;2660;38122;Trento
1;2660;38122;Trento
2;2660;38122;Trento
2;2660;38122;Trento
3;2660;38122;Trento
3;2660;38122;Trento
03-gen;2660;38122;Trento
03-gen;2660;38122;Trento
03-gen;2660;38122;Trento
4;2660;38122;Trento
4;2660;38122;Trento
4;2660;38122;Trento
5;2660;38122;Trento
5;2660;38122;Trento
8;2660;38122;Trento
8;2660;38122;Trento
9;2660;38122;Trento
9;2660;38122;Trento
9;2660;38122;Trento
9/A;2660;38122;Trento
9/A;2660;38122;Trento
10;2660;38122;Trento
10;2660;38122;Trento
11;2660;38122;Trento
11;2660;38122;Trento
12;2660;38122;Trento
12;2660;38122;Trento
14;2660;38122;Trento
14;2660;38122;Trento
14/A;2660;38122;Trento
14/A;2660;38122;Trento
16;2660;38122;Trento
16;2660;38122;Trento
18;2660;38122;Trento
18;2660;38122;Trento
1;2670;38122;Trento
3;2670;38122;Trento
4;2670;38122;Trento
4;2670;38122;Trento
5;2670;38122;Trento
6;2670;38122;Trento
7;2670;38122;Trento
8;2670;38122;Trento
9;2670;38122;Trento
10;2670;38122;Trento
11;2670;38122;Trento
12;2670;38122;Trento
13;2670;38122;Trento
13;2670;38122;Trento
14;2670;38122;Trento
15;2670;38122;Trento
16;2670;38122;Trento
17;2670;38122;Trento
18;2670;38122;Trento
19;2670;38122;Trento
19;2670;38122;Trento
20;2670;38122;Trento
22;2670;38122;Trento
24;2670;38122;Trento
25;2670;38122;Trento
26;2670;38122;Trento
27;2670;38122;Trento
27;2670;38122;Trento
28;2670;38122;Trento
29;2670;38122;Trento
30;2670;38122;Trento
31;2670;38122;Trento
32;2670;38122;Trento
33;2670;38122;Trento
34;2670;38122;Trento
34/A;2670;38122;Trento
34/A;2670;38122;Trento
35;2670;38122;Trento
37;2670;38122;Trento
38;2670;38122;Trento
38;2670;38122;Trento
39;2670;38122;Trento
39;2670;38122;Trento
39;2670;38122;Trento
40;2670;38122;Trento
41;2670;38122;Trento
42;2670;38122;Trento
43;2670;38122;Trento
44;2670;38122;Trento
45;2670;38122;Trento
46;2670;38122;Trento
47;2670;38122;Trento
48;2670;38122;Trento
50;2670;38122;Trento
52;2670;38122;Trento
54;2670;38122;Trento
56;2670;38122;Trento
57;2670;38122;Trento
58;2670;38122;Trento
59;2670;38122;Trento
60;2670;38122;Trento
61;2670;38122;Trento
62;2670;38122;Trento
63;2670;38122;Trento
65;2670;38122;Trento
66;2670;38122;Trento
66;2670;38122;Trento
66;2670;38122;Trento
66;2670;38122;Trento
67;2670;38122;Trento
67;2670;38122;Trento
68;2670;38122;Trento
68/A;2670;38122;Trento
69;2670;38122;Trento
70;2670;38122;Trento
71;2670;38122;Trento
71;2670;38122;Trento
72;2670;38122;Trento
72;2670;38122;Trento
74;2670;38122;Trento
76;2670;38122;Trento
78;2670;38122;Trento
84;2670;38122;Trento
84;2670;38122;Trento
88;2670;38122;Trento
90;2670;38122;Trento
92;2670;38122;Trento
94;2670;38122;Trento
102;2670;38122;Trento
104;2670;38122;Trento
106;2670;38122;Trento
106/1;2670;38122;Trento
108;2670;38122;Trento
110;2670;38122;Trento
112;2670;38122;Trento
114;2670;38122;Trento
118;2670;38122;Trento
118;2670;38122;Trento
120;2670;38122;Trento
122;2670;38122;Trento
122;2670;38122;Trento
122;2670;38122;Trento
122;2670;38122;Trento
122;2670;38122;Trento
122;2670;38122;Trento
124;2670;38122;Trento
126;2670;38122;Trento
128;2670;38122;Trento
128;2670;38122;Trento
1;2680;38122;Trento
01-gen;2680;38122;Trento
01-feb;2680;38122;Trento
3;2680;38122;Trento
5;2680;38122;Trento
7;2680;38122;Trento
9;2680;38122;Trento
11;2680;38122;Trento
13;2680;38122;Trento
15;2680;38122;Trento
17;2680;38122;Trento
19;2680;38122;Trento
21;2680;38122;Trento
21;2680;38122;Trento
23;2680;38122;Trento
25;2680;38122;Trento
27;2680;38122;Trento
27;2680;38122;Trento
29;2680;38122;Trento
29;2680;38122;Trento
31;2680;38122;Trento
31;2680;38122;Trento
33;2680;38122;Trento
33;2680;38122;Trento
35;2680;38122;Trento
35;2680;38122;Trento
35;2680;38122;Trento
37;2680;38122;Trento
37;2680;38122;Trento
37;2680;38122;Trento
39;2680;38122;Trento
39;2680;38122;Trento
41;2680;38122;Trento
43;2680;38122;Trento
43;2680;38122;Trento
43;2680;38122;Trento
51;2680;38122;Trento
53;2680;38122;Trento
53/A;2680;38122;Trento
53/B;2680;38122;Trento
55;2680;38122;Trento
55;2680;38122;Trento
55/A;2680;38122;Trento
55/A;2680;38122;Trento
57;2680;38122;Trento
59;2680;38122;Trento
59/1;2680;38122;Trento
59/2;2680;38122;Trento
59/2;2680;38122;Trento
59/2;2680;38122;Trento
61;2680;38122;Trento
61/1;2680;38122;Trento
63;2680;38122;Trento
65;2680;38122;Trento
67;2680;38122;Trento
69;2680;38122;Trento
1;2690;38121;Trento
1;2690;38121;Trento
2;2690;38121;Trento
3;2690;38121;Trento
4;2690;38121;Trento
5;2690;38121;Trento
5;2690;38121;Trento
5/A;2690;38121;Trento
5/B;2690;38121;Trento
5/C;2690;38121;Trento
7;2690;38121;Trento
9;2690;38121;Trento
9/B;2690;38121;Trento
11;2690;38121;Trento
11;2690;38121;Trento
18;2690;38121;Trento
18;2690;38121;Trento
22;2690;38121;Trento
24;2690;38121;Trento
28;2690;38121;Trento
28;2690;38121;Trento
30;2690;38121;Trento
32;2690;38121;Trento
32;2690;38121;Trento
34;2690;38121;Trento
34;2690;38121;Trento
36;2690;38121;Trento
40;2690;38121;Trento
40;2690;38121;Trento
44;2690;38121;Trento
48;2690;38121;Trento
50;2690;38121;Trento
52;2690;38121;Trento
52;2690;38121;Trento
54;2690;38121;Trento
1;2700;38123;Trento
1;2700;38123;Trento
2;2700;38123;Trento
2;2700;38123;Trento
02-feb;2700;38123;Trento
02-feb;2700;38123;Trento
02-mar;2700;38123;Trento
02-mar;2700;38123;Trento
02-mar;2700;38123;Trento
2/A;2700;38123;Trento
2/A;2700;38123;Trento
2/B;2700;38123;Trento
2/B;2700;38123;Trento
3;2700;38123;Trento
3;2700;38123;Trento
4;2700;38123;Trento
04-gen;2700;38123;Trento
04-gen;2700;38123;Trento
04-feb;2700;38123;Trento
04-feb;2700;38123;Trento
4/A;2700;38123;Trento
4/A;2700;38123;Trento
4/B;2700;38123;Trento
4/B;2700;38123;Trento
5;2700;38123;Trento
6;2700;38123;Trento
6;2700;38123;Trento
7;2700;38123;Trento
8;2700;38123;Trento
9;2700;38123;Trento
10;2700;38123;Trento
11;2700;38123;Trento
12;2700;38123;Trento
12;2700;38123;Trento
13;2700;38123;Trento
15;2700;38123;Trento
17;2700;38123;Trento
19;2700;38123;Trento
19;2700;38123;Trento
21;2700;38123;Trento
21;2700;38123;Trento
21;2700;38123;Trento
29;2700;38123;Trento
29;2700;38123;Trento
31;2700;38123;Trento
33;2700;38123;Trento
33;2700;38123;Trento
33;2700;38123;Trento
37;2700;38123;Trento
39;2700;38123;Trento
55;2700;38123;Trento
55;2700;38123;Trento
57;2700;38123;Trento
57;2700;38123;Trento
59;2700;38123;Trento
59;2700;38123;Trento
1;2720;38122;Trento
2;2720;38122;Trento
3;2720;38122;Trento
5;2720;38122;Trento
6;2720;38122;Trento
7;2720;38122;Trento
8;2720;38122;Trento
9;2720;38122;Trento
10;2720;38122;Trento
11;2720;38122;Trento
12;2720;38122;Trento
13;2720;38122;Trento
14;2720;38122;Trento
15;2720;38122;Trento
16;2720;38122;Trento
18;2720;38122;Trento
19;2720;38122;Trento
20;2720;38122;Trento
21;2720;38122;Trento
22;2720;38122;Trento
23;2720;38122;Trento
24;2720;38122;Trento
27;2720;38122;Trento
29;2720;38122;Trento
31;2720;38122;Trento
1;2730;38122;Trento
2;2730;38122;Trento
3;2730;38122;Trento
4;2730;38122;Trento
5;2730;38122;Trento
5;2730;38122;Trento
5/A;2730;38122;Trento
6;2730;38122;Trento
6;2730;38122;Trento
7;2730;38122;Trento
8;2730;38122;Trento
9;2730;38122;Trento
10;2730;38122;Trento
11;2730;38122;Trento
12;2730;38122;Trento
12-gen;2730;38122;Trento
12-feb;2730;38122;Trento
13;2730;38122;Trento
14;2730;38122;Trento
14-gen;2730;38122;Trento
14-feb;2730;38122;Trento
15;2730;38122;Trento
16;2730;38122;Trento
16-gen;2730;38122;Trento
18;2730;38122;Trento
18-gen;2730;38122;Trento
19;2730;38122;Trento
20;2730;38122;Trento
22;2730;38122;Trento
24;2730;38122;Trento
26;2730;38122;Trento
28;2730;38122;Trento
30;2730;38122;Trento
30-gen;2730;38122;Trento
1;2740;38122;Trento
1;2740;38122;Trento
2;2740;38122;Trento
2;2740;38122;Trento
2;2740;38122;Trento
3;2740;38122;Trento
2;2750;38122;Trento
2/A;2750;38122;Trento
4;2750;38122;Trento
6;2750;38122;Trento
6/A;2750;38122;Trento
8;2750;38122;Trento
08-gen;2750;38122;Trento
08-feb;2750;38122;Trento
08-mar;2750;38122;Trento
08-apr;2750;38122;Trento
08-mag;2750;38122;Trento
8/A;2750;38122;Trento
8/A;2750;38122;Trento
10;2750;38122;Trento
10-mar;2750;38122;Trento
12;2750;38122;Trento
12;2750;38122;Trento
14;2750;38122;Trento
14;2750;38122;Trento
8;2760;38121;Trento
8;2760;38121;Trento
8;2760;38121;Trento
10;2760;38121;Trento
1;2770;38122;Trento
2;2770;38122;Trento
3;2770;38122;Trento
4;2770;38122;Trento
5;2770;38122;Trento
7;2770;38122;Trento
9;2770;38122;Trento
10;2770;38122;Trento
11;2770;38122;Trento
12;2770;38122;Trento
13;2770;38122;Trento
14;2770;38122;Trento
15;2770;38122;Trento
16;2770;38122;Trento
18;2770;38122;Trento
20;2770;38122;Trento
22;2770;38122;Trento
24;2770;38122;Trento
26;2770;38122;Trento
28;2770;38122;Trento
30;2770;38122;Trento
32;2770;38122;Trento
34;2770;38122;Trento
36;2770;38122;Trento
36/1;2770;38122;Trento
36/2;2770;38122;Trento
36/3;2770;38122;Trento
36/4;2770;38122;Trento
36/5;2770;38122;Trento
1;2780;38122;Trento
3;2780;38122;Trento
3;2780;38122;Trento
4;2780;38122;Trento
5;2780;38122;Trento
6;2780;38122;Trento
7;2780;38122;Trento
07-gen;2780;38122;Trento
07-gen;2780;38122;Trento
8;2780;38122;Trento
8/A;2780;38122;Trento
9;2780;38122;Trento
10;2780;38122;Trento
11;2780;38122;Trento
12;2780;38122;Trento
13;2780;38122;Trento
14;2780;38122;Trento
15;2780;38122;Trento
16;2780;38122;Trento
16;2780;38122;Trento
1;2800;38122;Trento
2;2800;38122;Trento
3;2800;38122;Trento
4;2800;38122;Trento
5;2800;38122;Trento
6;2800;38122;Trento
7;2800;38122;Trento
8;2800;38122;Trento
9;2800;38122;Trento
10;2800;38122;Trento
11;2800;38122;Trento
12;2800;38122;Trento
13;2800;38122;Trento
14;2800;38122;Trento
15;2800;38122;Trento
16;2800;38122;Trento
17;2800;38122;Trento
18;2800;38122;Trento
19;2800;38122;Trento
20;2800;38122;Trento
21;2800;38122;Trento
21;2800;38122;Trento
21;2800;38122;Trento
21;2800;38122;Trento
21;2800;38122;Trento
21;2800;38122;Trento
22;2800;38122;Trento
23;2800;38122;Trento
24;2800;38122;Trento
26;2800;38122;Trento
26;2800;38122;Trento
26;2800;38122;Trento
27;2800;38122;Trento
28;2800;38122;Trento
30;2800;38122;Trento
31;2800;38122;Trento
32;2800;38122;Trento
33;2800;38122;Trento
34;2800;38122;Trento
35;2800;38122;Trento
36;2800;38122;Trento
37;2800;38122;Trento
38;2800;38122;Trento
40;2800;38122;Trento
42;2800;38122;Trento
44;2800;38122;Trento
46;2800;38122;Trento
48;2800;38122;Trento
50;2800;38122;Trento
52;2800;38122;Trento
54;2800;38122;Trento
56;2800;38122;Trento
58;2800;38122;Trento
60;2800;38122;Trento
62;2800;38122;Trento
62/A;2800;38122;Trento
62/B;2800;38122;Trento
64;2800;38122;Trento
66;2800;38122;Trento
68;2800;38122;Trento
68;2800;38122;Trento
70;2800;38122;Trento
72;2800;38122;Trento
74;2800;38122;Trento
1;2810;38122;Trento
2;2810;38122;Trento
2;2810;38122;Trento
3;2810;38122;Trento
4;2810;38122;Trento
6;2810;38122;Trento
06-gen;2810;38122;Trento
10;2810;38122;Trento
12;2810;38122;Trento
14;2810;38122;Trento
16;2810;38122;Trento
18;2810;38122;Trento
20;2810;38122;Trento
22;2810;38122;Trento
24;2810;38122;Trento
26;2810;38122;Trento
1;2820;38122;Trento
01-mar;2820;38122;Trento
2;2820;38122;Trento
3;2820;38122;Trento
3/A;2820;38122;Trento
4;2820;38122;Trento
5;2820;38122;Trento
5/A;2820;38122;Trento
6;2820;38122;Trento
06-gen;2820;38122;Trento
7;2820;38122;Trento
8;2820;38122;Trento
9;2820;38122;Trento
10;2820;38122;Trento
11;2820;38122;Trento
11;2820;38122;Trento
11;2820;38122;Trento
11;2820;38122;Trento
11;2820;38122;Trento
11;2820;38122;Trento
11;2820;38122;Trento
11;2820;38122;Trento
11;2820;38122;Trento
11;2820;38122;Trento
11;2820;38122;Trento
11;2820;38122;Trento
11;2820;38122;Trento
12;2820;38122;Trento
13;2820;38122;Trento
14;2820;38122;Trento
14-gen;2820;38122;Trento
15;2820;38122;Trento
16;2820;38122;Trento
17;2820;38122;Trento
19;2820;38122;Trento
20;2820;38122;Trento
20-gen;2820;38122;Trento
21;2820;38122;Trento
21;2820;38122;Trento
22;2820;38122;Trento
23;2820;38122;Trento
24;2820;38122;Trento
25;2820;38122;Trento
26;2820;38122;Trento
27;2820;38122;Trento
28;2820;38122;Trento
29;2820;38122;Trento
30;2820;38122;Trento
31;2820;38122;Trento
32;2820;38122;Trento
33;2820;38122;Trento
34;2820;38122;Trento
35;2820;38122;Trento
36;2820;38122;Trento
37;2820;38122;Trento
38;2820;38122;Trento
39;2820;38122;Trento
40;2820;38122;Trento
42;2820;38122;Trento
43;2820;38122;Trento
44;2820;38122;Trento
45;2820;38122;Trento
46;2820;38122;Trento
47;2820;38122;Trento
49;2820;38122;Trento
50;2820;38122;Trento
51;2820;38122;Trento
51/1;2820;38122;Trento
51/2;2820;38122;Trento
51/3;2820;38122;Trento
52;2820;38122;Trento
53;2820;38122;Trento
54;2820;38122;Trento
55;2820;38122;Trento
56;2820;38122;Trento
57;2820;38122;Trento
59;2820;38122;Trento
60;2820;38122;Trento
61;2820;38122;Trento
62;2820;38122;Trento
63;2820;38122;Trento
64;2820;38122;Trento
65;2820;38122;Trento
66;2820;38122;Trento
67;2820;38122;Trento
68;2820;38122;Trento
69;2820;38122;Trento
70;2820;38122;Trento
71;2820;38122;Trento
72;2820;38122;Trento
73;2820;38122;Trento
74;2820;38122;Trento
75;2820;38122;Trento
75;2820;38122;Trento
75;2820;38122;Trento
76;2820;38122;Trento
77;2820;38122;Trento
77;2820;38122;Trento
78;2820;38122;Trento
79;2820;38122;Trento
80;2820;38122;Trento
81;2820;38122;Trento
82;2820;38122;Trento
83;2820;38122;Trento
84;2820;38122;Trento
85;2820;38122;Trento
86;2820;38122;Trento
88;2820;38122;Trento
90;2820;38122;Trento
92;2820;38122;Trento
2;2830;38122;Trento
3;2830;38122;Trento
3;2830;38122;Trento
4;2830;38122;Trento
6;2830;38122;Trento
8;2830;38122;Trento
13;2830;38122;Trento
13;2830;38122;Trento
4;2850;38122;Trento
4;2850;38122;Trento
04-gen;2850;38122;Trento
6;2850;38122;Trento
8;2850;38122;Trento
12;2850;38122;Trento
14;2850;38122;Trento
14;2850;38122;Trento
1;2860;38122;Trento
2;2860;38122;Trento
3;2860;38122;Trento
3;2860;38122;Trento
4;2860;38122;Trento
5;2860;38122;Trento
6;2860;38122;Trento
7;2860;38122;Trento
8;2860;38122;Trento
9;2860;38122;Trento
10;2860;38122;Trento
11;2860;38122;Trento
12;2860;38122;Trento
13;2860;38122;Trento
14;2860;38122;Trento
15;2860;38122;Trento
16;2860;38122;Trento
17;2860;38122;Trento
18;2860;38122;Trento
19;2860;38122;Trento
20;2860;38122;Trento
21;2860;38122;Trento
22;2860;38122;Trento
23;2860;38122;Trento
24;2860;38122;Trento
25;2860;38122;Trento
26;2860;38122;Trento
27;2860;38122;Trento
28;2860;38122;Trento
29;2860;38122;Trento
30;2860;38122;Trento
31;2860;38122;Trento
32;2860;38122;Trento
33;2860;38122;Trento
34;2860;38122;Trento
35;2860;38122;Trento
36;2860;38122;Trento
37;2860;38122;Trento
38;2860;38122;Trento
39;2860;38122;Trento
40;2860;38122;Trento
42;2860;38122;Trento
44;2860;38122;Trento
45;2860;38122;Trento
46;2860;38122;Trento
48;2860;38122;Trento
49;2860;38122;Trento
50;2860;38122;Trento
52;2860;38122;Trento
52;2860;38122;Trento
53;2860;38122;Trento
54;2860;38122;Trento
55;2860;38122;Trento
56;2860;38122;Trento
57;2860;38122;Trento
58;2860;38122;Trento
59;2860;38122;Trento
60;2860;38122;Trento
61;2860;38122;Trento
62;2860;38122;Trento
63;2860;38122;Trento
64;2860;38122;Trento
65;2860;38122;Trento
66;2860;38122;Trento
66;2860;38122;Trento
66;2860;38122;Trento
67;2860;38122;Trento
68;2860;38122;Trento
69;2860;38122;Trento
70;2860;38122;Trento
71;2860;38122;Trento
72;2860;38122;Trento
74;2860;38122;Trento
76;2860;38122;Trento
78;2860;38122;Trento
80;2860;38122;Trento
82;2860;38122;Trento
84;2860;38122;Trento
1;2870;38122;Trento
2;2870;38122;Trento
2;2870;38122;Trento
3;2870;38122;Trento
4;2870;38122;Trento
4;2870;38122;Trento
4;2870;38122;Trento
5;2870;38122;Trento
6;2870;38122;Trento
8;2870;38122;Trento
10;2870;38122;Trento
1;2880;38122;Trento
2;2880;38122;Trento
3;2880;38122;Trento
5;2880;38122;Trento
5;2880;38122;Trento
5;2880;38122;Trento
5;2880;38122;Trento
6;2880;38122;Trento
6;2880;38122;Trento
6;2880;38122;Trento
7;2880;38122;Trento
8;2880;38122;Trento
8;2880;38122;Trento
9;2880;38122;Trento
10;2880;38122;Trento
10;2880;38122;Trento
11;2880;38122;Trento
12;2880;38122;Trento
12;2880;38122;Trento
13;2880;38122;Trento
14;2880;38122;Trento
14;2880;38122;Trento
15;2880;38122;Trento
16;2880;38122;Trento
16;2880;38122;Trento
17;2880;38122;Trento
17;2880;38122;Trento
17;2880;38122;Trento
18;2880;38122;Trento
19;2880;38122;Trento
20;2880;38122;Trento
21;2880;38122;Trento
22;2880;38122;Trento
23;2880;38122;Trento
25;2880;38122;Trento
26;2880;38122;Trento
26;2880;38122;Trento
26;2880;38122;Trento
27;2880;38122;Trento
28;2880;38122;Trento
29;2880;38122;Trento
30;2880;38122;Trento
31;2880;38122;Trento
32;2880;38122;Trento
33;2880;38122;Trento
34;2880;38122;Trento
35;2880;38122;Trento
36;2880;38122;Trento
36;2880;38122;Trento
38;2880;38122;Trento
38;2880;38122;Trento
39;2880;38122;Trento
40;2880;38122;Trento
41;2880;38122;Trento
42;2880;38122;Trento
43;2880;38122;Trento
44;2880;38122;Trento
45;2880;38122;Trento
46;2880;38122;Trento
47;2880;38122;Trento
48;2880;38122;Trento
48;2880;38122;Trento
49;2880;38122;Trento
49;2880;38122;Trento
49;2880;38122;Trento
50;2880;38122;Trento
50;2880;38122;Trento
51;2880;38122;Trento
52;2880;38122;Trento
53;2880;38122;Trento
54;2880;38122;Trento
55;2880;38122;Trento
56;2880;38122;Trento
57;2880;38122;Trento
58;2880;38122;Trento
59;2880;38122;Trento
60;2880;38122;Trento
61;2880;38122;Trento
62;2880;38122;Trento
63;2880;38122;Trento
64;2880;38122;Trento
64;2880;38122;Trento
64;2880;38122;Trento
65;2880;38122;Trento
65/A;2880;38122;Trento
67;2880;38122;Trento
69;2880;38122;Trento
71;2880;38122;Trento
75;2880;38122;Trento
75;2880;38122;Trento
77;2880;38122;Trento
77/1;2880;38122;Trento
79;2880;38122;Trento
81;2880;38122;Trento
83;2880;38122;Trento
85;2880;38122;Trento
87;2880;38122;Trento
89;2880;38122;Trento
89;2880;38122;Trento
89;2880;38122;Trento
91;2880;38122;Trento
91/1;2880;38122;Trento
93;2880;38122;Trento
93;2880;38122;Trento
95;2880;38122;Trento
95;2880;38122;Trento
97;2880;38122;Trento
99;2880;38122;Trento
99/A;2880;38122;Trento
99/B;2880;38122;Trento
101;2880;38122;Trento
101;2880;38122;Trento
103;2880;38122;Trento
103;2880;38122;Trento
103;2880;38122;Trento
105;2880;38122;Trento
107;2880;38122;Trento
109;2880;38122;Trento
111;2880;38122;Trento
111;2880;38122;Trento
117;2880;38122;Trento
3;2900;38122;Trento
5;2900;38122;Trento
7;2900;38122;Trento
9;2900;38122;Trento
11;2900;38122;Trento
13;2900;38122;Trento
15;2900;38122;Trento
17;2900;38122;Trento
19;2900;38122;Trento
21;2900;38122;Trento
23;2900;38122;Trento
25;2900;38122;Trento
25/A;2900;38122;Trento
27;2900;38122;Trento
27/A;2900;38122;Trento
27/B;2900;38122;Trento
27/C;2900;38122;Trento
27/D;2900;38122;Trento
29;2900;38122;Trento
29;2900;38122;Trento
29;2900;38122;Trento
31;2900;38122;Trento
31;2900;38122;Trento
31;2900;38122;Trento
33;2900;38122;Trento
33;2900;38122;Trento
35;2900;38122;Trento
35;2900;38122;Trento
37;2900;38122;Trento
37;2900;38122;Trento
39;2900;38122;Trento
39;2900;38122;Trento
39;2900;38122;Trento
39/1;2900;38122;Trento
39/2;2900;38122;Trento
39/3;2900;38122;Trento
39/4;2900;38122;Trento
41;2900;38122;Trento
41;2900;38122;Trento
41/A;2900;38122;Trento
43;2900;38122;Trento
43;2900;38122;Trento
45;2900;38122;Trento
93;2900;38122;Trento
93/1;2900;38122;Trento
95;2900;38122;Trento
95;2900;38122;Trento
95;2900;38122;Trento
95;2900;38122;Trento
97;2900;38122;Trento
99;2900;38122;Trento
101;2900;38122;Trento
103;2900;38122;Trento
113;2900;38122;Trento
113;2900;38122;Trento
113/A;2900;38122;Trento
113/A;2900;38122;Trento
115;2900;38122;Trento
115;2900;38122;Trento
117;2900;38122;Trento
119;2900;38122;Trento
121;2900;38122;Trento
125;2900;38122;Trento
125;2900;38122;Trento
127;2900;38122;Trento
127;2900;38122;Trento
127;2900;38122;Trento
129;2900;38122;Trento
129;2900;38122;Trento
129;2900;38122;Trento
1;2910;38122;Trento
2;2910;38122;Trento
3;2910;38122;Trento
3;2910;38122;Trento
4;2910;38122;Trento
5;2910;38122;Trento
6;2910;38122;Trento
7;2910;38122;Trento
8;2910;38122;Trento
9;2910;38122;Trento
10;2910;38122;Trento
12;2910;38122;Trento
13;2910;38122;Trento
14;2910;38122;Trento
15;2910;38122;Trento
15-gen;2910;38122;Trento
16;2910;38122;Trento
17;2910;38122;Trento
18;2910;38122;Trento
19;2910;38122;Trento
20;2910;38122;Trento
1;2920;38122;Trento
2;2920;38122;Trento
3;2920;38122;Trento
4;2920;38122;Trento
5;2920;38122;Trento
6;2920;38122;Trento
7;2920;38122;Trento
8;2920;38122;Trento
9;2920;38122;Trento
11;2920;38122;Trento
13;2920;38122;Trento
15;2920;38122;Trento
16;2920;38122;Trento
17;2920;38122;Trento
18;2920;38122;Trento
19;2920;38122;Trento
20;2920;38122;Trento
21;2920;38122;Trento
22;2920;38122;Trento
23;2920;38122;Trento
23/A;2920;38122;Trento
24;2920;38122;Trento
25;2920;38122;Trento
26;2920;38122;Trento
27;2920;38122;Trento
28;2920;38122;Trento
30;2920;38122;Trento
30;2920;38122;Trento
30;2920;38122;Trento
1;2930;38122;Trento
2;2930;38122;Trento
3;2930;38122;Trento
4;2930;38122;Trento
4;2930;38122;Trento
4/A;2930;38122;Trento
5;2930;38122;Trento
7;2930;38122;Trento
8;2930;38122;Trento
9;2930;38122;Trento
10;2930;38122;Trento
11;2930;38122;Trento
12;2930;38122;Trento
13;2930;38122;Trento
14;2930;38122;Trento
14;2930;38122;Trento
15;2930;38122;Trento
17;2930;38122;Trento
18;2930;38122;Trento
19;2930;38122;Trento
20;2930;38122;Trento
21;2930;38122;Trento
22;2930;38122;Trento
23;2930;38122;Trento
25;2930;38122;Trento
27;2930;38122;Trento
3;2940;38122;Trento
4;2940;38122;Trento
1;2950;38122;Trento
2;2950;38122;Trento
3;2950;38122;Trento
4;2950;38122;Trento
04-gen;2950;38122;Trento
6;2950;38122;Trento
8;2950;38122;Trento
10;2950;38122;Trento
10;2950;38122;Trento
10;2950;38122;Trento
10;2950;38122;Trento
10;2950;38122;Trento
10;2950;38122;Trento
10;2950;38122;Trento
10;2950;38122;Trento
12;2950;38122;Trento
14;2950;38122;Trento
15;2950;38122;Trento
16;2950;38122;Trento
18;2950;38122;Trento
19;2950;38122;Trento
19;2950;38122;Trento
20;2950;38122;Trento
21;2950;38122;Trento
22;2950;38122;Trento
24;2950;38122;Trento
25;2950;38122;Trento
26;2950;38122;Trento
26;2950;38122;Trento
27;2950;38122;Trento
28;2950;38122;Trento
29;2950;38122;Trento
30;2950;38122;Trento
31;2950;38122;Trento
32;2950;38122;Trento
34;2950;38122;Trento
35;2950;38122;Trento
36;2950;38122;Trento
38;2950;38122;Trento
40;2950;38122;Trento
41;2950;38122;Trento
42;2950;38122;Trento
44;2950;38122;Trento
46;2950;38122;Trento
48;2950;38122;Trento
49;2950;38122;Trento
50;2950;38122;Trento
52;2950;38122;Trento
54;2950;38122;Trento
56;2950;38122;Trento
57;2950;38122;Trento
58;2950;38122;Trento
59;2950;38122;Trento
60;2950;38122;Trento
61;2950;38122;Trento
61/1;2950;38122;Trento
63;2950;38122;Trento
63;2950;38122;Trento
63;2950;38122;Trento
64;2950;38122;Trento
65;2950;38122;Trento
66;2950;38122;Trento
67;2950;38122;Trento
68;2950;38122;Trento
69;2950;38122;Trento
70;2950;38122;Trento
71;2950;38122;Trento
72;2950;38122;Trento
73;2950;38122;Trento
74;2950;38122;Trento
75;2950;38122;Trento
75;2950;38122;Trento
76;2950;38122;Trento
77;2950;38122;Trento
77;2950;38122;Trento
77;2950;38122;Trento
77;2950;38122;Trento
78;2950;38122;Trento
79;2950;38122;Trento
80;2950;38122;Trento
82;2950;38122;Trento
84;2950;38122;Trento
86;2950;38122;Trento
88;2950;38122;Trento
90;2950;38122;Trento
92;2950;38122;Trento
94;2950;38122;Trento
1;2960;38122;Trento
2;2960;38122;Trento
3;2960;38122;Trento
4;2960;38122;Trento
10;2960;38122;Trento
12;2960;38122;Trento
13;2960;38122;Trento
14;2960;38122;Trento
15;2960;38122;Trento
